 ID     SSSSSSSS.mmmuuun  CH  RISE  COUN  ENER  DURATION AMP A-FRQ    RMS ASL PCNTS THR R-FRQ I-FRQ SIG-STRNGTH  ABS-ENERGY FRQ-C P-FRQ
  1           42.6201313   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   3.050E+00  70.756E-03   577   454
  1           42.6618822   3     0     1     0         3  35   333 0.0004  15     1  35     0  1000  61.000E+00 252.115E-03   597   439
  1           43.1577172   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   6.100E+00  86.024E-03   613   458
  1           43.4353062   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   604   444
  1           43.9673473   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   9.150E+00  92.169E-03   539   444
  1           44.6823773   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   654   449
  1           44.6881495   3     0     2     0         4  35   500 0.0002  14     2  35     0  2000 122.000E+00 492.313E-03   610   463
  1           45.0417562   3     1     1     0         1  38  1000 0.0004  16     1  35     0  1000  76.250E+00 543.145E-03   574   356
  1           45.2160967   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   589   146
  1           45.7362600   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   556   151
  1           45.9125182   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   9.150E+00  96.265E-03   603   454
  1           45.9646433   3     0     1     0       272  35     4 0.0004  15     1  35     0  1000   1.699E+03   3.022E+00   548   185
  1           45.9738520   3     0     2     0         1  37  2000 0.0004  16     1  35  1000  1000  54.900E+00 322.126E-03   568   458
  1           45.9765528   3     0     1     0         1  36  1000 0.0004  16     1  35     0  1000  57.950E+00 317.471E-03   549   156
  1           45.9796645   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   0.000E+00   0.000E+00   566   141
  1           46.0027337   3     0     1     0         0  35     0 0.0006  18     1  35     0  1000   6.100E+00  70.756E-03   566   146
  1           46.0951655   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   9.150E+00 102.782E-03   601   449
  1           46.1638115   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   608   444
  1           46.2625610   3     0     1     0         0  35     0 0.0004  16     1  35     0  1000   0.000E+00   0.000E+00   609   141
  1           46.2964615   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   9.150E+00 100.548E-03   588   146
  1           46.3487168   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   6.100E+00 100.548E-03   569   141
  1           46.9898442   3     0     2     0         4  35   500 0.0002  14     1  35   333  1000 143.350E+00 682.423E-03   610   439
  1           47.0219805   3     0     1     0         1  35  1000 0.0002  14     1  35     0  1000  36.600E+00 185.641E-03   623   449
  1           47.7364288   3     0     1     0         1  37  1000 0.0002  14     1  35     0  1000  64.050E+00 478.534E-03   552   449
  1           47.7445763   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   582   444
  1           47.8738865   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   6.100E+00  70.756E-03   610   185
  1           47.9378215   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   622   449
  1           48.0333485   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   592   463
  1           48.1648770   3     0     3     0         6  40   500 0.0004  17     1  35   400  1000 268.400E+00   1.742E+00   554   463
  1           48.1798113   3     0     1     0         3  35   333 0.0004  17     1  35     0  1000  82.350E+00 424.350E-03   605   151
  1           48.2967420   3     3     2     0         3  38   667 0.0004  16     2  35     0   666 125.050E+00 715.567E-03   580   458
  1           48.3081360   3     0     1     0         0  35     0 0.0004  16     1  35     0  1000   0.000E+00   0.000E+00   596   146
  1           48.5546863   3     0     1     0         3  36   333 0.0004  15     1  35     0  1000  85.400E+00 367.186E-03   574   454
  1           49.2376863   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   623   444
  1           49.4028053   3     0     2     0       187  38    11 0.0004  16     1  35     5  1000   1.604E+03   3.346E+00   533   458
  1           49.4048665   3     0     2     0       129  37    16 0.0004  16     1  35     7  1000   1.135E+03   2.664E+00   523   444
  1           49.4075825   3     0     2     1      1448  37     1 0.0004  16     2  35     0  2000   9.385E+03  14.906E+00   557   449
  1           49.4112778   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   0.000E+00   0.000E+00   551   458
  1           49.4139565   3     0     8     4      2582  39     3 0.0004  17     5  35     1  5000  25.861E+03  54.139E+00   515   454
  1           49.4184530   3     0     4     0       189  37    21 0.0004  17     1  35    15  1000   2.178E+03   5.532E+00   491   146
  1           49.4207170   3     0     1     0         3  38   333 0.0006  19     1  35     0  1000 109.800E+00 552.269E-03   533   146
