C:\MistrasGroup\AEwin for Express-8 Version V5.92\Data\Art_Wind_Tunnel\WTA_3_18_21_15Hz\WTA_3_18_21_15Hz_10min.DTA
Express-8 (r) Location Version 
Version V5.92

Thu Mar 18 10:32:08 2021

 ID     SSSSSSSS.mmmuuun  CH    RMS ASL THR  ABS-ENERGY  CH    RMS ASL THR  ABS-ENERGY
  2           50.8999000   1 0.0002  10  35  57.521E+00   3 0.0002  13  35 125.504E+00
  2           50.9999000   1 0.0002  10  35  57.146E+00   3 0.0002  13  35 120.929E+00
  2           51.0999000   1 0.0002  10  35  58.404E+00   3 0.0002  14  35 147.187E+00
  2           51.1999000   1 0.0002  10  35  56.984E+00   3 0.0002  13  35 121.350E+00
  2           51.2999000   1 0.0002  10  35  57.326E+00   3 0.0002  14  35 126.838E+00
  2           51.3999000   1 0.0002  10  35  57.188E+00   3 0.0002  14  35 128.116E+00
  2           51.4999000   1 0.0002  10  35  57.733E+00   3 0.0002  14  35 131.405E+00
  2           51.5999000   1 0.0002  10  35  58.847E+00   3 0.0002  14  35 145.165E+00
  2           51.6999000   1 0.0002  10  35  59.253E+00   3 0.0002  14  35 150.228E+00
  2           51.7999000   1 0.0002  10  35  58.369E+00   3 0.0002  14  35 135.066E+00
  2           51.8999000   1 0.0002  11  35  72.759E+00   3 0.0004  17  35 307.297E+00
  2           51.9999000   1 0.0002  10  35  58.953E+00   3 0.0002  14  35 143.233E+00
  2           52.0999000   1 0.0002  11  35  63.335E+00   3 0.0004  15  35 191.138E+00
  2           52.1999000   1 0.0002  11  35  65.081E+00   3 0.0004  16  35 204.204E+00
  2           52.2999000   1 0.0002  10  35  60.406E+00   3 0.0002  14  35 150.473E+00
  2           52.3999000   1 0.0002  10  35  59.865E+00   3 0.0002  14  35 145.746E+00
  2           52.4999000   1 0.0002  10  35  57.318E+00   3 0.0002  14  35 127.464E+00
  2           52.5999000   1 0.0002  10  35  58.213E+00   3 0.0002  14  35 131.070E+00
  2           52.6999000   1 0.0002  11  35  78.371E+00   3 0.0004  18  35 330.735E+00
  2           52.7999000   1 0.0002  10  35  60.372E+00   3 0.0002  14  35 155.457E+00
  2           52.8999000   1 0.0002  11  35  70.147E+00   3 0.0004  17  35 254.921E+00
  2           52.9999000   1 0.0002  11  35  63.576E+00   3 0.0004  15  35 182.352E+00
  2           53.0999000   1 0.0002  10  35  58.766E+00   3 0.0002  14  35 144.464E+00
  2           53.1999000   1 0.0002  10  35  57.537E+00   3 0.0002  14  35 126.156E+00
  2           53.2999000   1 0.0002  10  35  57.883E+00   3 0.0002  14  35 127.326E+00
  2           53.3999000   1 0.0002  10  35  58.621E+00   3 0.0002  14  35 141.197E+00
  2           53.4999000   1 0.0002  10  35  57.138E+00   3 0.0002  14  35 126.914E+00
  2           53.5999000   1 0.0002  10  35  58.451E+00   3 0.0002  14  35 131.505E+00
  2           53.6999000   1 0.0002  10  35  57.170E+00   3 0.0002  14  35 126.089E+00
  2           53.7999000   1 0.0002  10  35  57.738E+00   3 0.0002  14  35 134.654E+00
  2           53.8999000   1 0.0002  10  35  58.301E+00   3 0.0002  14  35 139.033E+00
  2           53.9999000   1 0.0002  10  35  57.623E+00   3 0.0002  14  35 128.340E+00
  2           54.0999000   1 0.0002  10  35  58.129E+00   3 0.0002  14  35 136.372E+00
  2           54.1999000   1 0.0002  10  35  58.905E+00   3 0.0002  14  35 146.007E+00
  2           54.2999000   1 0.0002  10  35  56.613E+00   3 0.0002  13  35 121.018E+00
  2           54.3999000   1 0.0002  10  35  56.926E+00   3 0.0002  13  35 120.981E+00
  2           54.4999000   1 0.0002  10  35  58.231E+00   3 0.0002  14  35 134.818E+00
  2           54.5999000   1 0.0002  10  35  57.470E+00   3 0.0002  13  35 124.964E+00
  2           54.6999000   1 0.0002  10  35  56.839E+00   3 0.0002  13  35 119.356E+00
  2           54.7999000   1 0.0002  10  35  57.189E+00   3 0.0002  13  35 121.573E+00
  2           54.8999000   1 0.0002  10  35  56.983E+00   3 0.0002  13  35 119.825E+00
  2           54.9999000   1 0.0002  10  35  56.908E+00   3 0.0002  13  35 119.283E+00
  2           55.0999000   1 0.0002  10  35  57.656E+00   3 0.0002  14  35 131.691E+00
  2           55.1999000   1 0.0002  10  35  59.594E+00   3 0.0002  14  35 145.437E+00
  2           55.2999000   1 0.0002  10  35  59.909E+00   3 0.0002  14  35 148.614E+00
  2           55.3999000   1 0.0002  10  35  61.314E+00   3 0.0004  15  35 169.350E+00
  2           55.4999000   1 0.0002  10  35  57.672E+00   3 0.0002  14  35 130.365E+00
  2           55.5999000   1 0.0002  10  35  59.881E+00   3 0.0002  14  35 150.309E+00
  2           55.6999000   1 0.0002  10  35  61.212E+00   3 0.0004  15  35 163.668E+00
  2           55.7999000   1 0.0002  10  35  57.383E+00   3 0.0002  14  35 126.382E+00
  2           55.8999000   1 0.0002  10  35  57.723E+00   3 0.0002  13  35 123.516E+00
  2           55.9999000   1 0.0002  10  35  58.109E+00   3 0.0002  14  35 131.446E+00
  2           56.0999000   1 0.0002  10  35  57.553E+00   3 0.0002  14  35 127.029E+00
  2           56.1999000   1 0.0002  10  35  57.810E+00   3 0.0002  14  35 129.609E+00
  2           56.2999000   1 0.0002  10  35  61.339E+00   3 0.0002  14  35 153.087E+00
  2           56.3999000   1 0.0002  10  35  58.247E+00   3 0.0002  14  35 136.295E+00
  2           56.4999000   1 0.0002  10  35  57.131E+00   3 0.0002  13  35 123.659E+00
  2           56.5999000   1 0.0002  10  35  61.457E+00   3 0.0004  15  35 187.151E+00
  2           56.6999000   1 0.0002  10  35  60.497E+00   3 0.0004  15  35 164.807E+00
  2           56.7999000   1 0.0002  10  35  57.748E+00   3 0.0002  14  35 126.773E+00
  2           56.8999000   1 0.0002  10  35  60.328E+00   3 0.0004  15  35 172.304E+00
  2           56.9999000   1 0.0002  10  35  59.220E+00   3 0.0002  14  35 136.075E+00
  2           57.0999000   1 0.0002  10  35  62.083E+00   3 0.0004  15  35 190.328E+00
  2           57.1999000   1 0.0002  11  35  69.297E+00   3 0.0004  17  35 260.334E+00
  2           57.2999000   1 0.0002  10  35  57.849E+00   3 0.0002  14  35 131.609E+00
  2           57.3999000   1 0.0002  10  35  58.335E+00   3 0.0002  14  35 139.629E+00
  2           57.4999000   1 0.0002  10  35  61.404E+00   3 0.0004  15  35 162.090E+00
  2           57.5999000   1 0.0002  10  35  59.430E+00   3 0.0002  14  35 147.959E+00
  2           57.6999000   1 0.0002  10  35  57.943E+00   3 0.0002  14  35 129.166E+00
  2           57.7999000   1 0.0002  10  35  59.015E+00   3 0.0002  14  35 141.473E+00
  2           57.8999000   1 0.0002  10  35  56.810E+00   3 0.0002  13  35 122.138E+00
  2           57.9999000   1 0.0002  10  35  57.245E+00   3 0.0002  14  35 127.477E+00
  2           58.0999000   1 0.0002  10  35  57.086E+00   3 0.0002  13  35 121.854E+00
  2           58.1999000   1 0.0002  10  35  57.180E+00   3 0.0002  13  35 124.677E+00
  2           58.2999000   1 0.0002  10  35  59.600E+00   3 0.0002  14  35 144.793E+00
  2           58.3999000   1 0.0002  10  35  56.996E+00   3 0.0002  14  35 130.060E+00
  2           58.4999000   1 0.0002  10  35  58.594E+00   3 0.0002  14  35 142.494E+00
  2           58.5999000   1 0.0002  10  35  57.933E+00   3 0.0002  14  35 134.581E+00
  2           58.6999000   1 0.0002  10  35  56.766E+00   3 0.0002  13  35 124.354E+00
  2           58.7999000   1 0.0002  10  35  57.098E+00   3 0.0002  13  35 122.333E+00
  2           58.8999000   1 0.0002  10  35  56.287E+00   3 0.0002  13  35 118.571E+00
  2           58.9999000   1 0.0002  10  35  56.896E+00   3 0.0002  13  35 123.999E+00
  2           59.0999000   1 0.0002  10  35  57.124E+00   3 0.0002  13  35 118.362E+00
  2           59.1999000   1 0.0002  10  35  56.696E+00   3 0.0002  13  35 119.590E+00
  2           59.2999000   1 0.0002  10  35  58.553E+00   3 0.0002  14  35 139.836E+00
  2           59.3999000   1 0.0002  10  35  59.780E+00   3 0.0002  14  35 153.003E+00
  2           59.4999000   1 0.0002  10  35  57.853E+00   3 0.0002  14  35 128.463E+00
  2           59.5999000   1 0.0002  10  35  57.844E+00   3 0.0002  14  35 127.015E+00
  2           59.6999000   1 0.0002  10  35  58.497E+00   3 0.0002  14  35 134.673E+00
  2           59.7999000   1 0.0002  10  35  57.964E+00   3 0.0002  14  35 129.052E+00
  2           59.8999000   1 0.0002  10  35  57.174E+00   3 0.0002  14  35 126.114E+00
  2           59.9999000   1 0.0002  10  35  58.673E+00   3 0.0002  14  35 131.121E+00
  2           60.0999000   1 0.0002  10  35  57.764E+00   3 0.0002  13  35 124.754E+00
  2           60.1999000   1 0.0002  10  35  57.283E+00   3 0.0002  13  35 122.137E+00
  2           60.2999000   1 0.0002  10  35  56.821E+00   3 0.0002  13  35 121.293E+00
  2           60.3999000   1 0.0002  10  35  61.094E+00   3 0.0004  15  35 160.818E+00
  2           60.4999000   1 0.0002  10  35  58.836E+00   3 0.0002  14  35 136.799E+00
  2           60.5999000   1 0.0002  10  35  57.761E+00   3 0.0002  14  35 131.976E+00
  2           60.6999000   1 0.0002  10  35  57.323E+00   3 0.0002  13  35 121.881E+00
