ID     SSSSSSSS.mmmuuun  CH  RISE  COUN  ENER  DURATION AMP A-FRQ    RMS ASL PCNTS THR R-FRQ I-FRQ SIG-STRNGTH  ABS-ENERGY FRQ-C P-FRQ
  1          108.1317730   1     0     1     0        14  47    71 0.0006  20     1  35     0  1000 991.250E+00  11.095E+00   558    29
  1          384.7492360   1     4     1     0        18  37    56 0.0006  20     1  35     0   250 796.050E+00   4.358E+00   666    34
  1         1270.9878325   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   6.100E+00  72.618E-03   860     4
  1         1573.5971530   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000  18.300E+00 198.675E-03   807     4
  1         2075.5035383   1     0     1     0         2  37   500 0.0006  20     1  35     0  1000  97.600E+00 735.490E-03   788     4
  1         3815.1611552   1     0     1     0         1  37  1000 0.0006  20     1  35     0  1000  91.500E+00 711.470E-03   789     4
  1         4200.6459393   1     0     1     0         1  37  1000 0.0006  20     1  35     0  1000  85.400E+00 728.787E-03   775     4
  1         4879.5574222   1     0     1     0         2  39   500 0.0006  20     1  35     0  1000 146.400E+00   1.435E+00   712     4
  1         5139.6425612   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000  18.300E+00 153.429E-03   820     4
  1         5173.0406685   1     0     1     0         1  35  1000 0.0006  20     1  35     0  1000  76.250E+00 523.594E-03   790     4
  1         5607.5269203   1     0     1     0         0  36     0 0.0006  20     1  35     0  1000  33.550E+00 305.182E-03   779     4
  1         5929.8086810   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   847     4
  1         5977.3622723   1     0     1     0        10  41   100 0.0006  20     1  35     0  1000 405.650E+00   2.871E+00   673     4
  1         6753.1389995   1     0     1     0        15  45    67 0.0006  20     1  35     0  1000 905.850E+00   8.299E+00   603     4
  1         7841.1202810   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   866     4
  1         7900.1665840   1     0     1     0         1  37  1000 0.0006  20     1  35     0  1000  48.800E+00 476.672E-03   784     4
  1         9759.4293670   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   9.150E+00  72.618E-03   828     4
  1         9765.0537197   1     0     1     0        19  49    53 0.0006  20     1  35     0  1000   1.769E+03  24.831E+00   515    34
  1        10010.9045043   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   9.150E+00  72.618E-03   845     4
  1        11873.1788568   1     0     1     0        17  35    59 0.0006  20     1  35     0  1000 439.200E+00   1.815E+00   691    34
  1        12559.2196500   1     0     1     0         2  40   500 0.0006  20     1  35     0  1000 170.800E+00   1.717E+00   713     4
  1        12709.7542355   1     0     1     0        16  48    63 0.0006  20     1  35     0  1000   1.205E+03  14.358E+00   558    24
  1        14764.0136910   1     0     1     0         2  44   500 0.0006  20     1  35     0  1000 265.350E+00   3.806E+00   644     4
  1        15138.6935940   1     0     1     0         1  36  1000 0.0006  20     1  35     0  1000  91.500E+00 723.573E-03   759     4
  1        15486.5537900   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   864     4
  1        15924.6983040   1     0     1     0        19  48    53 0.0006  20     1  35     0  1000   1.638E+03  20.474E+00   527    24
  1        15990.9659200   1     0     1     0         2  40   500 0.0006  20     1  35     0  1000 158.600E+00   1.617E+00   703     4
  1        16399.7247907   1     0     1     0         1  36  1000 0.0006  20     1  35     0  1000  73.200E+00 549.104E-03   797     4
  1        18494.3488410   1     4     3     1       442  39     7 0.0006  20     1  35     4   250   7.802E+03  28.546E+00   545    29
  1        19503.0877340   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   853     4
  1        19810.9439825   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   9.150E+00  96.265E-03   822     4
  1        23012.9457145   1     0     1     0         0  36     0 0.0006  20     1  35     0  1000  21.350E+00 213.385E-03   821     4
  1        23879.2229755   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   847     4
  1        25667.9493823   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   856     4
  1        25939.9982218   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   6.100E+00  65.356E-03   836     4
  1        26570.8552927   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   870     4
  1        26672.6668983   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000  30.500E+00 244.853E-03   815     4
  1        26681.0287590   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   9.150E+00  74.480E-03   787     4
  1        31567.4766203   1     0     1     0         1  38  1000 0.0006  20     1  35     0  1000  70.150E+00 654.121E-03   795     4
  1        32008.8938732   1     0     1     0         1  37  1000 0.0006  20     1  35     0  1000  67.100E+00 566.979E-03   789     4
  1        33121.8759647   1     0     1     0         2  42   500 0.0006  20     1  35     0  1000 192.150E+00   2.244E+00   666     4
  1        34071.5953070   1     0     1     0         2  40   500 0.0006  20     1  35     0  1000 176.900E+00   1.901E+00   677     4
  1        34953.5027763   1     0     1     0         1  38  1000 0.0006  20     1  35     0  1000  91.500E+00 769.192E-03   777     4
  1        35788.1641710   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   6.100E+00  65.356E-03   835     4
  1        36013.4626930   1     0     1     0         2  41   500 0.0006  20     1  35     0  1000 170.800E+00   1.866E+00   704     4
  1        36271.1222277   1     0     1     0         2  39   500 0.0006  20     1  35     0  1000 134.200E+00   1.301E+00   714     4
  1        36967.8038890   1     0     1     0         2  40   500 0.0006  20     1  35     0  1000 125.050E+00   1.235E+00   744     4
  1        38885.1561940   1     0     1     0         0  35     0 0.0006  20     1  35     0  1000   0.000E+00   0.000E+00   804     4
  1        38945.2033290   1     0     1     0        17  49    59 0.0006  20     1  35     0  1000   1.376E+03  18.240E+00   539    34
  1        40970.7738800   1    20     2     0        37  40    54 0.0006  20     1  35    62    50   2.288E+03  17.968E+00   590    34
  1        41064.6516375   1     0     1     0         2  38   500 0.0006  20     1  35     0  1000 128.100E+00   1.104E+00   730     4
  1        41313.4457205   1   549    22     8      1367  44    16 0.0006  20    12  35    12    21  53.921E+03 348.123E+00   483    24
